card_no,bird_name,search_key,audio_file,audio_path,clip_index,clip_type,is_main,source_id,file_size_bytes
192,White Throated Dipper,whitethroateddipper,192_White_throated_Dipper_XC633228_1_call_main.m4a,src/AudioClip/192_White_throated_Dipper_XC633228_1_call_main.m4a,1,call,true,XC633228,21162
192,White Throated Dipper,whitethroateddipper,192_White_throated_Dipper_XC633228_2_call_.m4a,src/AudioClip/192_White_throated_Dipper_XC633228_2_call_.m4a,2,call,false,XC633228,8752
192,White Throated Dipper,whitethroateddipper,192_White_throated_Dipper_XC633228_3_call.m4a,src/AudioClip/192_White_throated_Dipper_XC633228_3_call.m4a,3,call,false,XC633228,10541
192,White Throated Dipper,whitethroateddipper,192_White_throated_Dipper_XC633228_4_call.m4a,src/AudioClip/192_White_throated_Dipper_XC633228_4_call.m4a,4,call,false,XC633228,10555
193,Black Throated Diver,blackthroateddiver,193_Black_throated_Diver_911_1_call.m4a,src/AudioClip/193_Black_throated_Diver_911_1_call.m4a,1,call,false,911,11711
193,Black Throated Diver,blackthroateddiver,193_Black_throated_Diver_911_2_call.m4a,src/AudioClip/193_Black_throated_Diver_911_2_call.m4a,2,call,false,911,11881
193,Black Throated Diver,blackthroateddiver,193_Black_throated_Diver_911_3_call.m4a,src/AudioClip/193_Black_throated_Diver_911_3_call.m4a,3,call,false,911,9512
194,Wilsons Storm Petrel,wilsonsstormpetrel,194_Wilsons_Storm_Petrel_51676_1_call.m4a,src/AudioClip/194_Wilsons_Storm_Petrel_51676_1_call.m4a,1,call,false,51676,12476
194,Wilsons Storm Petrel,wilsonsstormpetrel,194_Wilsons_Storm_Petrel_51676_2_call.m4a,src/AudioClip/194_Wilsons_Storm_Petrel_51676_2_call.m4a,2,call,false,51676,5968
194,Wilsons Storm Petrel,wilsonsstormpetrel,194_Wilsons_Storm_Petrel_51676_3_call.m4a,src/AudioClip/194_Wilsons_Storm_Petrel_51676_3_call.m4a,3,call,false,51676,19500
194,Wilsons Storm Petrel,wilsonsstormpetrel,194_Wilsons_Storm_Petrel_51676_4_call_main.m4a,src/AudioClip/194_Wilsons_Storm_Petrel_51676_4_call_main.m4a,4,call,true,51676,49130
195,Great Crested Grebe,greatcrestedgrebe,195_Great_Crested_Grebe_280990_call_1_main.m4a,src/AudioClip/195_Great_Crested_Grebe_280990_call_1_main.m4a,1,call,true,280990,9700
195,Great Crested Grebe,greatcrestedgrebe,195_Great_Crested_Grebe_280990_call_2.m4a,src/AudioClip/195_Great_Crested_Grebe_280990_call_2.m4a,2,call,false,280990,12733
195,Great Crested Grebe,greatcrestedgrebe,195_Great_Crested_Grebe_280990_call_3.m4a,src/AudioClip/195_Great_Crested_Grebe_280990_call_3.m4a,3,call,false,280990,6932
196,Common Little Bittern,commonlittlebittern,196_Common_Little_Bittern24888_1_call.m4a,src/AudioClip/196_Common_Little_Bittern24888_1_call.m4a,1,call,false,24888,6506
196,Common Little Bittern,commonlittlebittern,196_Common_Little_Bittern24888_2_call.m4a,src/AudioClip/196_Common_Little_Bittern24888_2_call.m4a,2,call,false,24888,3115
196,Common Little Bittern,commonlittlebittern,196_Common_Little_Bittern24888_3_call.m4a,src/AudioClip/196_Common_Little_Bittern24888_3_call.m4a,3,call,false,24888,5201
196,Common Little Bittern,commonlittlebittern,196_Common_Little_Bittern24888_4_call_main.m4a,src/AudioClip/196_Common_Little_Bittern24888_4_call_main.m4a,4,call,true,24888,22104
197,Squacco Heron,squaccoheron,197_Squacco_Heron_299966_1_call.m4a,src/AudioClip/197_Squacco_Heron_299966_1_call.m4a,1,call,false,299966,4890
197,Squacco Heron,squaccoheron,197_Squacco_Heron_299966_2_call.m4a,src/AudioClip/197_Squacco_Heron_299966_2_call.m4a,2,call,false,299966,15345
197,Squacco Heron,squaccoheron,197_Squacco_Heron_299966_3_call.m4a,src/AudioClip/197_Squacco_Heron_299966_3_call.m4a,3,call,false,299966,11508
197,Squacco Heron,squaccoheron,197_Squacco_Heron_299966_4_call_main.m4a,src/AudioClip/197_Squacco_Heron_299966_4_call_main.m4a,4,call,true,299966,27626
198,Savis Warbler,saviswarbler,198_Savis_Warbler_XC484364_1_call.m4a,src/AudioClip/198_Savis_Warbler_XC484364_1_call.m4a,1,call,false,XC484364,17118
198,Savis Warbler,saviswarbler,198_Savis_Warbler_XC484364_2_call_main.m4a,src/AudioClip/198_Savis_Warbler_XC484364_2_call_main.m4a,2,call,true,XC484364,21518
198,Savis Warbler,saviswarbler,198_Savis_Warbler_XC484364_3_call.m4a,src/AudioClip/198_Savis_Warbler_XC484364_3_call.m4a,3,call,false,XC484364,21538
199,Mute Swan,muteswan,199_Mute_Swan41392_1_call.m4a,src/AudioClip/199_Mute_Swan41392_1_call.m4a,1,call,false,41392,7515
199,Mute Swan,muteswan,199_Mute_Swan41392_2_call.m4a,src/AudioClip/199_Mute_Swan41392_2_call.m4a,2,call,false,41392,6194
199,Mute Swan,muteswan,199_Mute_Swan41392_4_call_main.m4a,src/AudioClip/199_Mute_Swan41392_4_call_main.m4a,4,call,true,41392,14409
199,Mute Swan,muteswan,199_Mute_Swan_41392_3_call.m4a,src/AudioClip/199_Mute_Swan_41392_3_call.m4a,3,call,false,41392,6161
19,Mountain Chickadee,mountainchickadee,19_Mountain_Chickadee_48855_1_song.m4a,src/AudioClip/19_Mountain_Chickadee_48855_1_song.m4a,1,song,false,48855,12583
19,Mountain Chickadee,mountainchickadee,19_Mountain_Chickadee_48855_2_song.m4a,src/AudioClip/19_Mountain_Chickadee_48855_2_song.m4a,2,song,false,48855,13263
19,Mountain Chickadee,mountainchickadee,19_Mountain_Chickadee_48855_3_call.m4a,src/AudioClip/19_Mountain_Chickadee_48855_3_call.m4a,3,call,false,48855,9505
19,Mountain Chickadee,mountainchickadee,19_Mountain_Chickadee_48855_4_call_main.m4a,src/AudioClip/19_Mountain_Chickadee_48855_4_call_main.m4a,4,call,true,48855,33655
1,Wild Turkey,wildturkey,1_Wild_Turkey_129251_1_call.m4a,src/AudioClip/1_Wild_Turkey_129251_1_call.m4a,1,call,false,129251,15307
1,Wild Turkey,wildturkey,1_Wild_Turkey_129251_2_call.m4a,src/AudioClip/1_Wild_Turkey_129251_2_call.m4a,2,call,false,129251,13054
1,Wild Turkey,wildturkey,1_Wild_Turkey_129251_3_call_main.m4a,src/AudioClip/1_Wild_Turkey_129251_3_call_main.m4a,3,call,true,129251,42037
200,Grey Heron,greyheron,200_Grey_Heron_2026_1_call.m4a,src/AudioClip/200_Grey_Heron_2026_1_call.m4a,1,call,false,2026,9680
200,Grey Heron,greyheron,200_Grey_Heron_2026_2_call.m4a,src/AudioClip/200_Grey_Heron_2026_2_call.m4a,2,call,false,2026,5659
200,Grey Heron,greyheron,200_Grey_Heron_2026_3_call.m4a,src/AudioClip/200_Grey_Heron_2026_3_call.m4a,3,call,false,2026,5949
200,Grey Heron,greyheron,200_Grey_Heron_2026_4_call_main.m4a,src/AudioClip/200_Grey_Heron_2026_4_call_main.m4a,4,call,true,2026,42709
201,Common Cuckoo 281235Xc,commoncuckoo281235xc,201_Common_Cuckoo_281235XC_1_call.m4a,src/AudioClip/201_Common_Cuckoo_281235XC_1_call.m4a,1,call,false,,10171
201,Common Cuckoo 281235Xc,commoncuckoo281235xc,201_Common_Cuckoo_281235XC_2_call.m4a,src/AudioClip/201_Common_Cuckoo_281235XC_2_call.m4a,2,call,false,,8334
201,Common Cuckoo 281235Xc,commoncuckoo281235xc,201_Common_Cuckoo_281235XC_3_call_main.m4a,src/AudioClip/201_Common_Cuckoo_281235XC_3_call_main.m4a,3,call,true,,19689
202,Dunnock,dunnock,202_Dunnock_136077_1_call.m4a,src/AudioClip/202_Dunnock_136077_1_call.m4a,1,call,false,136077,3765
202,Dunnock,dunnock,202_Dunnock_136077_2_call.m4a,src/AudioClip/202_Dunnock_136077_2_call.m4a,2,call,false,136077,5162
202,Dunnock,dunnock,202_Dunnock_136077_3_call.m4a,src/AudioClip/202_Dunnock_136077_3_call.m4a,3,call,false,136077,4687
202,Dunnock,dunnock,202_Dunnock_136077_4_call_main.m4a,src/AudioClip/202_Dunnock_136077_4_call_main.m4a,4,call,true,136077,14611
203,Black Redstart,blackredstart,203_Black_Redstart_242909_1_call.m4a,src/AudioClip/203_Black_Redstart_242909_1_call.m4a,1,call,false,242909,13013
203,Black Redstart,blackredstart,203_Black_Redstart_242909_2_call.m4a,src/AudioClip/203_Black_Redstart_242909_2_call.m4a,2,call,false,242909,24827
203,Black Redstart,blackredstart,203_Black_Redstart_242909_3_call.m4a,src/AudioClip/203_Black_Redstart_242909_3_call.m4a,3,call,false,242909,13221
203,Black Redstart,blackredstart,203_Black_Redstart_242909_4_call_main.m4a,src/AudioClip/203_Black_Redstart_242909_4_call_main.m4a,4,call,true,242909,39406
204,Lesser Whitethroat,lesserwhitethroat,204_Lesser_Whitethroat_36206_1_call.m4a,src/AudioClip/204_Lesser_Whitethroat_36206_1_call.m4a,1,call,false,36206,18956
204,Lesser Whitethroat,lesserwhitethroat,204_Lesser_Whitethroat_36206_2_call.m4a,src/AudioClip/204_Lesser_Whitethroat_36206_2_call.m4a,2,call,false,36206,18981
204,Lesser Whitethroat,lesserwhitethroat,204_Lesser_Whitethroat_36206_3_call.m4a,src/AudioClip/204_Lesser_Whitethroat_36206_3_call.m4a,3,call,false,36206,18349
204,Lesser Whitethroat,lesserwhitethroat,204_Lesser_Whitethroat_36206_4_call_main.m4a,src/AudioClip/204_Lesser_Whitethroat_36206_4_call_main.m4a,4,call,true,36206,31718
205,Common Goldeneye,commongoldeneye,205_Common_Goldeneye_XC621981_1_call.m4a,src/AudioClip/205_Common_Goldeneye_XC621981_1_call.m4a,1,call,false,XC621981,4618
205,Common Goldeneye,commongoldeneye,205_Common_Goldeneye_XC621981_2_call.m4a,src/AudioClip/205_Common_Goldeneye_XC621981_2_call.m4a,2,call,false,XC621981,3795
205,Common Goldeneye,commongoldeneye,205_Common_Goldeneye_XC621981_3_call.m4a,src/AudioClip/205_Common_Goldeneye_XC621981_3_call.m4a,3,call,false,XC621981,9270
206,Red Legged Partridge,redleggedpartridge,206_Red_legged_Partridge_270380_1_call_main.m4a,src/AudioClip/206_Red_legged_Partridge_270380_1_call_main.m4a,1,call,true,270380,6780
206,Red Legged Partridge,redleggedpartridge,206_Red_legged_Partridge_270380_2_call.m4a,src/AudioClip/206_Red_legged_Partridge_270380_2_call.m4a,2,call,false,270380,7105
206,Red Legged Partridge,redleggedpartridge,206_Red_legged_Partridge_270380_3_call.m4a,src/AudioClip/206_Red_legged_Partridge_270380_3_call.m4a,3,call,false,270380,11770
207,Theklas Lark,theklaslark,207_Theklas_Lark_300300_1_call.m4a,src/AudioClip/207_Theklas_Lark_300300_1_call.m4a,1,call,false,300300,8466
207,Theklas Lark,theklaslark,207_Theklas_Lark_300300_2_call.m4a,src/AudioClip/207_Theklas_Lark_300300_2_call.m4a,2,call,false,300300,7801
207,Theklas Lark,theklaslark,207_Theklas_Lark_300300_3_call.m4a,src/AudioClip/207_Theklas_Lark_300300_3_call.m4a,3,call,false,300300,6581
207,Theklas Lark,theklaslark,207_Theklas_Lark_300300_4_call_main.m4a,src/AudioClip/207_Theklas_Lark_300300_4_call_main.m4a,4,call,true,300300,17667
208,European Roller,europeanroller,208_European_Roller_XC477331_1_call.m4a,src/AudioClip/208_European_Roller_XC477331_1_call.m4a,1,call,false,XC477331,4170
208,European Roller,europeanroller,208_European_Roller_XC477331_2_call_main.m4a,src/AudioClip/208_European_Roller_XC477331_2_call_main.m4a,2,call,true,XC477331,5322
208,European Roller,europeanroller,208_European_Roller_XC477331_3_call.m4a,src/AudioClip/208_European_Roller_XC477331_3_call.m4a,3,call,false,XC477331,5047
209,Eurasian Golden Oriole,eurasiangoldenoriole,209_Eurasian_Golden_Oriole_248710_1_call.m4a,src/AudioClip/209_Eurasian_Golden_Oriole_248710_1_call.m4a,1,call,false,248710,10657
209,Eurasian Golden Oriole,eurasiangoldenoriole,209_Eurasian_Golden_Oriole_248710_2_call.m4a,src/AudioClip/209_Eurasian_Golden_Oriole_248710_2_call.m4a,2,call,false,248710,14537
209,Eurasian Golden Oriole,eurasiangoldenoriole,209_Eurasian_Golden_Oriole_248710_3_call.m4a,src/AudioClip/209_Eurasian_Golden_Oriole_248710_3_call.m4a,3,call,false,248710,13809
209,Eurasian Golden Oriole,eurasiangoldenoriole,209_Eurasian_Golden_Oriole_248710_4_call_main.m4a,src/AudioClip/209_Eurasian_Golden_Oriole_248710_4_call_main.m4a,4,call,true,248710,22301
20,White Breasted Nuthatch,whitebreastednuthatch,20_White_breasted_Nuthatch_77262_1_call.m4a,src/AudioClip/20_White_breasted_Nuthatch_77262_1_call.m4a,1,call,false,77262,2626
20,White Breasted Nuthatch,whitebreastednuthatch,20_White_breasted_Nuthatch_77262_2_call.m4a,src/AudioClip/20_White_breasted_Nuthatch_77262_2_call.m4a,2,call,false,77262,3463
20,White Breasted Nuthatch,whitebreastednuthatch,20_White_breasted_Nuthatch_77262_3_call.m4a,src/AudioClip/20_White_breasted_Nuthatch_77262_3_call.m4a,3,call,false,77262,2279
20,White Breasted Nuthatch,whitebreastednuthatch,20_White_breasted_Nuthatch_77262_4_call_main.m4a,src/AudioClip/20_White_breasted_Nuthatch_77262_4_call_main.m4a,4,call,true,77262,30070
210,Eurasian Tree Sparrow,eurasiantreesparrow,210_Eurasian_Tree_Sparrow_281744_call_1_main.m4a,src/AudioClip/210_Eurasian_Tree_Sparrow_281744_call_1_main.m4a,1,call,true,281744,5008
210,Eurasian Tree Sparrow,eurasiantreesparrow,210_Eurasian_Tree_Sparrow_281744_call_2.m4a,src/AudioClip/210_Eurasian_Tree_Sparrow_281744_call_2.m4a,2,call,false,281744,4115
210,Eurasian Tree Sparrow,eurasiantreesparrow,210_Eurasian_Tree_Sparrow_281744_call_3.m4a,src/AudioClip/210_Eurasian_Tree_Sparrow_281744_call_3.m4a,3,call,false,281744,7847
211,European Honey Buzzard,europeanhoneybuzzard,211_European_Honey_Buzzard_XC608769_call_1_main.m4a,src/AudioClip/211_European_Honey_Buzzard_XC608769_call_1_main.m4a,1,call,true,XC608769,25961
211,European Honey Buzzard,europeanhoneybuzzard,211_European_Honey_Buzzard_XC608769_call_2.m4a,src/AudioClip/211_European_Honey_Buzzard_XC608769_call_2.m4a,2,call,false,XC608769,10865
211,European Honey Buzzard,europeanhoneybuzzard,211_European_Honey_Buzzard_XC608769_call_3.m4a,src/AudioClip/211_European_Honey_Buzzard_XC608769_call_3.m4a,3,call,false,XC608769,15962
212,Great Tit,greattit,212_Great_Tit_162826_1_call.m4a,src/AudioClip/212_Great_Tit_162826_1_call.m4a,1,call,false,162826,12440
212,Great Tit,greattit,212_Great_Tit_162826_2_call.m4a,src/AudioClip/212_Great_Tit_162826_2_call.m4a,2,call,false,162826,14598
212,Great Tit,greattit,212_Great_Tit_162826_3_call_main.m4a,src/AudioClip/212_Great_Tit_162826_3_call_main.m4a,3,call,true,162826,17376
213,Hawfinch,hawfinch,213_Hawfinch_281802_1_call.m4a,src/AudioClip/213_Hawfinch_281802_1_call.m4a,1,call,false,281802,3694
213,Hawfinch,hawfinch,213_Hawfinch_281802_2_call_main.m4a,src/AudioClip/213_Hawfinch_281802_2_call_main.m4a,2,call,true,281802,10048
213,Hawfinch,hawfinch,213_Hawfinch_281802_3_call.m4a,src/AudioClip/213_Hawfinch_281802_3_call.m4a,3,call,false,281802,9255
214,Bullfinch,bullfinch,214_Bullfinch_1_call.m4a,src/AudioClip/214_Bullfinch_1_call.m4a,1,call,false,,7081
214,Bullfinch 281799Xc,bullfinch281799xc,214_Bullfinch_281799XC_1_call.m4a,src/AudioClip/214_Bullfinch_281799XC_1_call.m4a,1,call,false,,15411
214,Bullfinch 281799Xc,bullfinch281799xc,214_Bullfinch_281799XC_2_call.m4a,src/AudioClip/214_Bullfinch_281799XC_2_call.m4a,2,call,false,,7120
214,Bullfinch 281799Xc,bullfinch281799xc,214_Bullfinch_281799XC_3_song_main.m4a,src/AudioClip/214_Bullfinch_281799XC_3_song_main.m4a,3,song,true,,20586
214,Bullfinch,bullfinch,214_Bullfinch_2_call.m4a,src/AudioClip/214_Bullfinch_2_call.m4a,2,call,false,,5194
215,Bluethroat,bluethroat,215_Bluethroat_141088_1_call.m4a,src/AudioClip/215_Bluethroat_141088_1_call.m4a,1,call,false,141088,15285
215,Bluethroat,bluethroat,215_Bluethroat_141088_2_call.m4a,src/AudioClip/215_Bluethroat_141088_2_call.m4a,2,call,false,141088,18162
215,Bluethroat,bluethroat,215_Bluethroat_141088_3_call.m4a,src/AudioClip/215_Bluethroat_141088_3_call.m4a,3,call,false,141088,29846
215,Bluethroat,bluethroat,215_Bluethroat_141088_4_call_main.m4a,src/AudioClip/215_Bluethroat_141088_4_call_main.m4a,4,call,true,141088,55552
216,Common Nightingale,commonnightingale,216_Common_Nightingale_86190_1_call.m4a,src/AudioClip/216_Common_Nightingale_86190_1_call.m4a,1,call,false,86190,15521
216,Common Nightingale,commonnightingale,216_Common_Nightingale_86190_2_call.m4a,src/AudioClip/216_Common_Nightingale_86190_2_call.m4a,2,call,false,86190,19182
216,Common Nightingale,commonnightingale,216_Common_Nightingale_86190_3_call.m4a,src/AudioClip/216_Common_Nightingale_86190_3_call.m4a,3,call,false,86190,14163
216,Common Nightingale,commonnightingale,216_Common_Nightingale_86190_4_call_main.m4a,src/AudioClip/216_Common_Nightingale_86190_4_call_main.m4a,4,call,true,86190,33353
217,European Robin,europeanrobin,217_European_Robin_181613_1_call.m4a,src/AudioClip/217_European_Robin_181613_1_call.m4a,1,call,false,181613,13775
217,European Robin,europeanrobin,217_European_Robin_181613_2_call.m4a,src/AudioClip/217_European_Robin_181613_2_call.m4a,2,call,false,181613,13919
217,European Robin,europeanrobin,217_European_Robin_181613_3_call.m4a,src/AudioClip/217_European_Robin_181613_3_call.m4a,3,call,false,181613,19077
217,European Robin,europeanrobin,217_European_Robin_181613_4_call_main.m4a,src/AudioClip/217_European_Robin_181613_4_call_main.m4a,4,call,true,181613,34259
218,White Backed Woodpecker,whitebackedwoodpecker,218_White_backed_Woodpecker_286216_1_call.m4a,src/AudioClip/218_White_backed_Woodpecker_286216_1_call.m4a,1,call,false,286216,5770
218,White Backed Woodpecker,whitebackedwoodpecker,218_White_backed_Woodpecker_286216_2_call.m4a,src/AudioClip/218_White_backed_Woodpecker_286216_2_call.m4a,2,call,false,286216,4492
218,White Backed Woodpecker,whitebackedwoodpecker,218_White_backed_Woodpecker_286216_3_call.m4a,src/AudioClip/218_White_backed_Woodpecker_286216_3_call.m4a,3,call,false,286216,5878
218,White Backed Woodpecker,whitebackedwoodpecker,218_White_backed_Woodpecker_286216_4_call_main.m4a,src/AudioClip/218_White_backed_Woodpecker_286216_4_call_main.m4a,4,call,true,286216,7469
219,Black Woodpecker 286205Xc,blackwoodpecker286205xc,219_Black_Woodpecker_286205XC_1_call.m4a,src/AudioClip/219_Black_Woodpecker_286205XC_1_call.m4a,1,call,false,,8996
219,Black Woodpecker 286205Xc,blackwoodpecker286205xc,219_Black_Woodpecker_286205XC_2_call.m4a,src/AudioClip/219_Black_Woodpecker_286205XC_2_call.m4a,2,call,false,,7797
219,Black Woodpecker 286205Xc,blackwoodpecker286205xc,219_Black_Woodpecker_286205XC_3_call.m4a,src/AudioClip/219_Black_Woodpecker_286205XC_3_call.m4a,3,call,false,,8978
219,Bonellis Eagle 473307Xc,bonelliseagle473307xc,219_Bonellis_Eagle_473307XC_1_call.m4a,src/AudioClip/219_Bonellis_Eagle_473307XC_1_call.m4a,1,call,false,,19586
219,Bonellis Eagle 473307Xc,bonelliseagle473307xc,219_Bonellis_Eagle_473307XC_2_call.m4a,src/AudioClip/219_Bonellis_Eagle_473307XC_2_call.m4a,2,call,false,,13671
219,Bonellis Eagle 473307Xc,bonelliseagle473307xc,219_Bonellis_Eagle_473307XC_3_call.m4a,src/AudioClip/219_Bonellis_Eagle_473307XC_3_call.m4a,3,call,false,,13022
21,Carolina Chickadee,carolinachickadee,21_Carolina_Chickadee_84822_1_song.m4a,src/AudioClip/21_Carolina_Chickadee_84822_1_song.m4a,1,song,false,84822,13250
21,Carolina Chickadee,carolinachickadee,21_Carolina_Chickadee_84822_2_song.m4a,src/AudioClip/21_Carolina_Chickadee_84822_2_song.m4a,2,song,false,84822,15286
21,Carolina Chickadee,carolinachickadee,21_Carolina_Chickadee_84822_3_call.m4a,src/AudioClip/21_Carolina_Chickadee_84822_3_call.m4a,3,call,false,84822,4419
21,Carolina Chickadee,carolinachickadee,21_Carolina_Chickadee_84822_4_song_main.m4a,src/AudioClip/21_Carolina_Chickadee_84822_4_song_main.m4a,4,song,true,84822,24038
220,Parrot Crossbill,parrotcrossbill,220_Parrot_Crossbill_401218_1_call_main.m4a,src/AudioClip/220_Parrot_Crossbill_401218_1_call_main.m4a,1,call,true,401218,13900
220,Parrot Crossbill,parrotcrossbill,220_Parrot_Crossbill_401218_2_call.m4a,src/AudioClip/220_Parrot_Crossbill_401218_2_call.m4a,2,call,false,401218,7467
220,Parrot Crossbill,parrotcrossbill,220_Parrot_Crossbill_401218_3_call.m4a,src/AudioClip/220_Parrot_Crossbill_401218_3_call.m4a,3,call,false,401218,9066
221,European Bee Eater,europeanbeeeater,221_European_Bee_eater_392555_call_1_main.m4a,src/AudioClip/221_European_Bee_eater_392555_call_1_main.m4a,1,call,true,392555,15542
221,European Bee Eater,europeanbeeeater,221_European_Bee_eater_392555_call_2.m4a,src/AudioClip/221_European_Bee_eater_392555_call_2.m4a,2,call,false,392555,16069
221,European Bee Eater,europeanbeeeater,221_European_Bee_eater_392555_call_3.m4a,src/AudioClip/221_European_Bee_eater_392555_call_3.m4a,3,call,false,392555,5027
222,Black Headed Gull,blackheadedgull,222_Black_headed_Gull_207341_1_call.m4a,src/AudioClip/222_Black_headed_Gull_207341_1_call.m4a,1,call,false,207341,23151
222,Black Headed Gull,blackheadedgull,222_Black_headed_Gull_207341_2_call.m4a,src/AudioClip/222_Black_headed_Gull_207341_2_call.m4a,2,call,false,207341,9322
222,Black Headed Gull,blackheadedgull,222_Black_headed_Gull_207341_3_call.m4a,src/AudioClip/222_Black_headed_Gull_207341_3_call.m4a,3,call,false,207341,12218
222,Black Headed Gull,blackheadedgull,222_Black_headed_Gull_207341_4_call_main.m4a,src/AudioClip/222_Black_headed_Gull_207341_4_call_main.m4a,4,call,true,207341,31383
223,Long Tailed Tit,longtailedtit,223_Long_tailed_Tit_189755_1_call.m4a,src/AudioClip/223_Long_tailed_Tit_189755_1_call.m4a,1,call,false,189755,3632
223,Long Tailed Tit,longtailedtit,223_Long_tailed_Tit_189755_2_call.m4a,src/AudioClip/223_Long_tailed_Tit_189755_2_call.m4a,2,call,false,189755,3698
223,Long Tailed Tit,longtailedtit,223_Long_tailed_Tit_189755_3_call.m4a,src/AudioClip/223_Long_tailed_Tit_189755_3_call.m4a,3,call,false,189755,3906
223,Long Tailed Tit,longtailedtit,223_Long_tailed_Tit_189755_4_call_main.m4a,src/AudioClip/223_Long_tailed_Tit_189755_4_call_main.m4a,4,call,true,189755,11574
224,Common Blackbird,commonblackbird,224_Common_Blackbird_84548_1_call.m4a,src/AudioClip/224_Common_Blackbird_84548_1_call.m4a,1,call,false,84548,10177
224,Common Blackbird,commonblackbird,224_Common_Blackbird_84548_2_call.m4a,src/AudioClip/224_Common_Blackbird_84548_2_call.m4a,2,call,false,84548,8648
224,Common Blackbird,commonblackbird,224_Common_Blackbird_84548_3_call.m4a,src/AudioClip/224_Common_Blackbird_84548_3_call.m4a,3,call,false,84548,14553
224,Common Blackbird,commonblackbird,224_Common_Blackbird_84548_4_call_main.m4a,src/AudioClip/224_Common_Blackbird_84548_4_call_main.m4a,4,call,true,84548,31948
225,Snowy Owl,snowyowl,225_Snowy_Owl_138288_1_call.m4a,src/AudioClip/225_Snowy_Owl_138288_1_call.m4a,1,call,false,138288,16149
225,Snowy Owl,snowyowl,225_Snowy_Owl_138288_2_call.m4a,src/AudioClip/225_Snowy_Owl_138288_2_call.m4a,2,call,false,138288,13455
225,Snowy Owl,snowyowl,225_Snowy_Owl_138288_4_call_main.m4a,src/AudioClip/225_Snowy_Owl_138288_4_call_main.m4a,4,call,true,138288,27310
226,Red Knot,redknot,226_Red_Knot_XC414689_1_call.m4a,src/AudioClip/226_Red_Knot_XC414689_1_call.m4a,1,call,false,XC414689,4601
226,Red Knot,redknot,226_Red_Knot_XC414689_2_call.m4a,src/AudioClip/226_Red_Knot_XC414689_2_call.m4a,2,call,false,XC414689,4511
227,Black Tailed Godwit,blacktailedgodwit,227_Black_tailed_Godwit_86213_1_call.m4a,src/AudioClip/227_Black_tailed_Godwit_86213_1_call.m4a,1,call,false,86213,9827
227,Black Tailed Godwit,blacktailedgodwit,227_Black_tailed_Godwit_86213_2_call.m4a,src/AudioClip/227_Black_tailed_Godwit_86213_2_call.m4a,2,call,false,86213,3657
227,Black Tailed Godwit,blacktailedgodwit,227_Black_tailed_Godwit_86213_3_call.m4a,src/AudioClip/227_Black_tailed_Godwit_86213_3_call.m4a,3,call,false,86213,3903
227,Black Tailed Godwit,blacktailedgodwit,227_Black_tailed_Godwit_86213_4_call_main.m4a,src/AudioClip/227_Black_tailed_Godwit_86213_4_call_main.m4a,4,call,true,86213,12509
228,Corsican Nuthatch Xv,corsicannuthatchxv,228_Corsican_Nuthatch_XV471645_1_call.m4a,src/AudioClip/228_Corsican_Nuthatch_XV471645_1_call.m4a,1,call,false,471645,6136
228,Corsican Nuthatch Xv,corsicannuthatchxv,228_Corsican_Nuthatch_XV471645_2_call_main.m4a,src/AudioClip/228_Corsican_Nuthatch_XV471645_2_call_main.m4a,2,call,true,471645,6552
228,Corsican Nuthatch Xv,corsicannuthatchxv,228_Corsican_Nuthatch_XV471645_3_call.m4a,src/AudioClip/228_Corsican_Nuthatch_XV471645_3_call.m4a,3,call,false,471645,27044
229,European Turtle Dove,europeanturtledove,229_European_Turtle_Dove_281228_call_1.m4a,src/AudioClip/229_European_Turtle_Dove_281228_call_1.m4a,1,call,false,281228,8699
229,European Turtle Dove,europeanturtledove,229_European_Turtle_Dove_281228_call_2_main.m4a,src/AudioClip/229_European_Turtle_Dove_281228_call_2_main.m4a,2,call,true,281228,13015
229,European Turtle Dove,europeanturtledove,229_European_Turtle_Dove_281228_call_3.m4a,src/AudioClip/229_European_Turtle_Dove_281228_call_3.m4a,3,call,false,281228,8031
22,Red Breasted Nuthatch,redbreastednuthatch,22_Red_Breasted_Nuthatch_100885_1_call.m4a,src/AudioClip/22_Red_Breasted_Nuthatch_100885_1_call.m4a,1,call,false,100885,2061
22,Red Breasted Nuthatch,redbreastednuthatch,22_Red_Breasted_Nuthatch_100885_2_call.m4a,src/AudioClip/22_Red_Breasted_Nuthatch_100885_2_call.m4a,2,call,false,100885,2847
22,Red Breasted Nuthatch,redbreastednuthatch,22_Red_Breasted_Nuthatch_100885_3_call.m4a,src/AudioClip/22_Red_Breasted_Nuthatch_100885_3_call.m4a,3,call,false,100885,5586
22,Red Breasted Nuthatch,redbreastednuthatch,22_Red_Breasted_Nuthatch_100885_4_call.m4a,src/AudioClip/22_Red_Breasted_Nuthatch_100885_4_call.m4a,4,call,false,100885,32117
230,Little Bustard,littlebustard,230_Little_Bustard_270214_1_call_main.m4a,src/AudioClip/230_Little_Bustard_270214_1_call_main.m4a,1,call,true,270214,4513
230,Little Bustard,littlebustard,230_Little_Bustard_270214_2_call.m4a,src/AudioClip/230_Little_Bustard_270214_2_call.m4a,2,call,false,270214,4408
230,Little Bustard,littlebustard,230_Little_Bustard_270214_3_call.m4a,src/AudioClip/230_Little_Bustard_270214_3_call.m4a,3,call,false,270214,6026
